Eigvals	19
0.16804138712	0.154422525533	0.0106862050029	0.00532790876317	0.00453681868197	0.00109743462638	0.000226114709947	4.11215309782e-05	2.96596149617e-05	1.08218985755e-05	6.83704094692e-06	2.39416900713e-06	1.66060990032e-06	2.87362376136e-08	0.0	0.0	0.0	0.0	0.0

Proportion explained	19
0.487881250839	0.448341067673	0.0310256845228	0.015468729676	0.013171926341	0.00318622565195	0.000656487841553	0.000119389778399	8.61119412006e-05	3.14196490754e-05	1.98502532405e-05	6.95108621715e-06	4.82131485112e-06	8.34310629757e-08	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	19	19
x3125.50	-0.0517964407702	0.0965284852283	-0.0164580092926	0.0638182662967	0.0150139800518	-0.00529482178325	0.000347898623778	-0.000218199993888	0.000185079861033	-2.55844454853e-06	4.08022026435e-05	1.12231634444e-06	-7.53790742161e-06	7.06013919548e-07	0.0	0.0	0.0	0.0	0.0
x125.45	-0.0164322710824	-0.051480968445	0.000434902292781	0.00118313249423	-0.000939556257546	0.00434208119863	-0.00162712408137	0.00103167873532	-0.0014293054905	-0.00252944837196	0.000467222791322	-0.000242030968429	0.000117478348956	-1.89511712617e-05	0.0	0.0	0.0	0.0	0.0
x625.55	0.395141037634	0.0483950986356	-0.00199685983042	0.0021088889251	0.00259868768788	-0.000354203228334	-0.000101648406788	-4.66468300097e-05	2.26842101457e-05	-6.17667449233e-06	7.62492056514e-06	-2.90311706089e-06	-1.19019885464e-06	-5.95701447432e-08	0.0	0.0	0.0	0.0	0.0
x15625.45	-0.0399092948416	0.237278343517	0.0253272343179	-0.0001017427222	-0.0476403199357	0.00222729856336	0.000501795158922	0.000275992473858	-4.7396196062e-05	3.63966360838e-05	3.38070963617e-06	4.98598695531e-06	1.00375789207e-05	1.61212624843e-06	0.0	0.0	0.0	0.0	0.0
x15625.50	-0.0522273147698	0.194447517878	0.0412569454636	-0.0234637057275	0.0434887496745	-0.00216509104863	-0.000416360699858	-2.00105120384e-05	3.97651616709e-05	-5.37267493238e-05	1.82455882632e-05	-6.95115400354e-06	-8.33883031165e-06	-1.93668943865e-06	0.0	0.0	0.0	0.0	0.0
x125.55	-0.0126599325857	-0.0379721710763	0.000542786064643	0.00113393938807	0.00377670713413	0.00548143879833	0.00575722972247	0.00151488471141	-0.00367263432108	0.000629135907599	-0.00044539785854	6.52386119189e-05	0.000100778802125	5.15456496353e-06	0.0	0.0	0.0	0.0	0.0
x625.50	-0.0167028347378	-0.0268969986914	0.000167168677669	-0.000241054193628	0.00250085494977	0.0204099327191	0.00648145760535	-0.00246065219608	0.00155850939187	-0.000285507401376	0.000166328607929	-4.26905040757e-05	-3.57037151603e-05	-3.35109068987e-06	0.0	0.0	0.0	0.0	0.0
x3125.45	-0.0407545724687	0.110678274961	-0.0874528416921	-0.0250246036019	0.00155063962215	-0.0044198986998	0.000938923896394	3.14682947813e-05	9.40913392277e-05	-3.06582392331e-05	5.32980106914e-05	-1.49855169086e-05	6.91229695194e-06	1.92214457921e-07	0.0	0.0	0.0	0.0	0.0
1.45	-0.012145997281	-0.0593345444104	0.00982614190004	-0.00407629801789	-0.00669778266532	-0.0104023235345	-0.00133474381184	-0.000413916450341	0.000551954194004	0.000230557161201	0.000361129703352	-0.000221937519213	-0.000448794571656	-7.95057726818e-05	0.0	0.0	0.0	0.0	0.0
x125.50	-0.0140791773747	-0.0439662709684	-0.000826828540594	0.000834178516204	0.00250306358815	0.00655193542354	-0.0012251758061	0.00472836997421	0.00256465162866	-0.000107217466844	-0.000483332909037	7.63938261665e-05	-6.9731052012e-06	1.83789609138e-06	0.0	0.0	0.0	0.0	0.0
